id_venda,data,ano,mes,produto,categoria,regiao,canal_venda,tipo_cliente,vendedor,quantidade,preco_unitario,desconto_pct,receita_liquida,custo_total,lucro,status
640,2024-01-03,2024,1,Tablet 10,Eletrônicos,Nordeste,Marketplace,Pessoa Jurídica,Bruno,12,1466.39,0.0,17596.63,15218.53,2378.1,Concluída
641,2024-03-06,2024,3,Mesa Office,Móveis,Sul,Representante,Pessoa Jurídica,Henrique,5,724.02,0.05,0.0,3147.89,0.0,Cancelada
642,2025-04-30,2025,4,Smartphone X,Eletrônicos,Sudeste,Loja Física,Pessoa Física,Bruno,1,2885.1,0.08,2654.29,2262.26,392.03,Concluída
643,2024-08-17,2024,8,Headset Gamer,Acessórios,Norte,Marketplace,Pessoa Física,Carla,1,384.1,0.15,326.49,281.6,44.88,Concluída
644,2024-08-05,2024,8,Smartphone X,Eletrônicos,Centro-Oeste,Marketplace,Pessoa Jurídica,Carla,2,2714.45,0.0,5428.9,4435.93,992.98,Concluída
645,2025-02-24,2025,2,Mouse Sem Fio,Acessórios,Sul,Marketplace,Pessoa Jurídica,Felipe,12,181.56,0.1,1960.87,1326.69,634.17,Concluída
646,2024-12-23,2024,12,Cadeira Ergonômica,Móveis,Nordeste,Representante,Pessoa Física,Eduarda,2,895.23,0.0,1790.46,1483.58,306.88,Concluída
647,2025-03-23,2025,3,Mesa Office,Móveis,Nordeste,E-commerce,Pessoa Jurídica,Gabriela,5,792.44,0.05,3764.1,3058.19,705.91,Concluída
648,2025-05-16,2025,5,Smartphone X,Eletrônicos,Sul,Loja Física,Pessoa Física,Bruno,1,2882.08,0.08,2651.52,2078.62,572.9,Concluída
649,2025-11-08,2025,11,Tablet 10,Eletrônicos,Sul,Inside Sales,Pessoa Física,Diego,1,1790.16,0.15,1521.64,1272.41,249.22,Concluída
650,2024-08-07,2024,8,Cadeira Ergonômica,Móveis,Centro-Oeste,Marketplace,Pessoa Jurídica,Henrique,5,914.31,0.05,4342.99,3493.32,849.67,Concluída
651,2024-05-08,2024,5,Teclado Mecânico,Acessórios,Sul,E-commerce,Pessoa Física,Gabriela,1,361.37,0.0,361.37,233.8,127.57,Concluída
652,2024-03-22,2024,3,Headset Gamer,Acessórios,Nordeste,Loja Física,Pessoa Jurídica,Henrique,8,404.44,0.05,0.0,2242.34,0.0,Cancelada
653,2025-09-19,2025,9,Cadeira Ergonômica,Móveis,Norte,Loja Física,Pessoa Jurídica,Gabriela,6,900.51,0.05,5132.88,4081.8,1051.08,Concluída
654,2025-06-19,2025,6,HD Externo 1TB,Acessórios,Sul,Marketplace,Pessoa Física,Bruno,3,391.55,0.05,1115.91,858.44,257.47,Concluída
655,2025-12-05,2025,12,Headset Gamer,Acessórios,Nordeste,E-commerce,Pessoa Física,Gabriela,1,468.93,0.0,468.93,279.74,189.19,Concluída
656,2024-08-02,2024,8,Headset Gamer,Acessórios,Nordeste,E-commerce,Pessoa Física,Eduarda,3,396.17,0.1,1069.66,831.58,238.09,Concluída
657,2025-10-05,2025,10,Headset Gamer,Acessórios,Sudeste,Marketplace,Pessoa Física,Carla,1,421.34,0.0,421.34,294.69,126.65,Concluída
658,2025-03-14,2025,3,Tablet 10,Eletrônicos,Sul,E-commerce,Pessoa Jurídica,Henrique,2,1485.87,0.05,2823.16,2482.48,340.68,Concluída
659,2025-11-06,2025,11,Smartphone X,Eletrônicos,Sul,Loja Física,Pessoa Física,Bruno,1,2745.39,0.0,2745.39,2122.48,622.92,Concluída
660,2025-07-12,2025,7,Smartphone X,Eletrônicos,Sudeste,Loja Física,Pessoa Física,Bruno,3,2870.81,0.08,7923.44,6874.11,1049.32,Concluída
661,2024-06-24,2024,6,Cadeira Ergonômica,Móveis,Centro-Oeste,Inside Sales,Pessoa Jurídica,Bruno,5,905.92,0.08,4167.21,3422.5,744.71,Concluída
662,2024-08-16,2024,8,HD Externo 1TB,Acessórios,Nordeste,E-commerce,Pessoa Física,Felipe,1,385.24,0.05,365.97,282.19,83.78,Concluída
663,2024-06-19,2024,6,Monitor 27,Eletrônicos,Sul,Representante,Pessoa Jurídica,Ana,2,1189.24,0.0,2378.49,2165.74,212.75,Concluída
664,2025-04-06,2025,4,Webcam Full HD,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Felipe,5,251.13,0.03,1218.0,773.4,444.6,Concluída
665,2024-03-15,2024,3,Tablet 10,Eletrônicos,Centro-Oeste,E-commerce,Pessoa Jurídica,Bruno,1,1445.95,0.1,1301.36,1250.51,50.85,Concluída
666,2024-11-08,2024,11,Cadeira Ergonômica,Móveis,Sul,E-commerce,Pessoa Jurídica,Felipe,10,1046.41,0.03,10150.13,7335.27,2814.86,Concluída
667,2025-07-10,2025,7,Tablet 10,Eletrônicos,Norte,Loja Física,Pessoa Física,Gabriela,1,1535.64,0.08,1412.79,1264.42,148.37,Concluída
668,2025-01-20,2025,1,HD Externo 1TB,Acessórios,Norte,Marketplace,Pessoa Física,Ana,1,469.12,0.08,431.59,287.58,144.02,Concluída
669,2024-06-20,2024,6,Mouse Sem Fio,Acessórios,Sul,E-commerce,Pessoa Jurídica,Eduarda,4,195.38,0.03,758.08,441.01,317.07,Concluída
670,2025-11-13,2025,11,Headset Gamer,Acessórios,Sudeste,Marketplace,Pessoa Física,Bruno,1,431.8,0.0,431.8,272.3,159.5,Concluída
671,2025-02-11,2025,2,Webcam Full HD,Acessórios,Sudeste,Marketplace,Pessoa Jurídica,Diego,8,257.51,0.05,1957.04,1306.37,650.68,Concluída
672,2025-08-19,2025,8,Monitor 27,Eletrônicos,Centro-Oeste,Loja Física,Pessoa Jurídica,Henrique,2,1298.61,0.0,2597.22,2011.93,585.28,Concluída
673,2025-09-01,2025,9,Teclado Mecânico,Acessórios,Sul,Inside Sales,Pessoa Jurídica,Bruno,8,346.32,0.08,2548.93,1755.19,793.74,Concluída
674,2025-07-05,2025,7,Headset Gamer,Acessórios,Centro-Oeste,E-commerce,Pessoa Física,Felipe,1,447.35,0.08,411.56,275.48,136.09,Concluída
675,2025-08-31,2025,8,Smartphone X,Eletrônicos,Sudeste,Representante,Pessoa Jurídica,Eduarda,2,2665.82,0.05,5065.06,4512.12,552.94,Concluída
676,2025-06-17,2025,6,Webcam Full HD,Acessórios,Nordeste,Loja Física,Pessoa Física,Diego,1,274.11,0.0,274.11,167.84,106.27,Concluída
677,2025-10-27,2025,10,Cadeira Ergonômica,Móveis,Sudeste,Loja Física,Pessoa Física,Ana,3,1044.03,0.0,3132.09,2157.62,974.47,Concluída
678,2025-03-21,2025,3,Webcam Full HD,Acessórios,Sudeste,Inside Sales,Pessoa Física,Eduarda,4,264.49,0.05,1005.06,647.57,357.5,Concluída
679,2025-03-30,2025,3,Notebook Pro 14,Eletrônicos,Sul,Inside Sales,Pessoa Física,Carla,1,4059.41,0.0,4059.41,3433.08,626.33,Concluída
680,2024-08-13,2024,8,Mouse Sem Fio,Acessórios,Centro-Oeste,E-commerce,Pessoa Física,Eduarda,1,200.99,0.05,190.94,105.68,85.26,Concluída
681,2024-11-18,2024,11,Headset Gamer,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Felipe,10,404.74,0.03,3926.02,2991.04,934.97,Concluída
682,2024-01-29,2024,1,Notebook Pro 14,Eletrônicos,Nordeste,Loja Física,Pessoa Física,Carla,1,4692.92,0.03,4552.14,3524.11,1028.03,Concluída
683,2024-06-22,2024,6,Monitor 27,Eletrônicos,Nordeste,Marketplace,Pessoa Física,Gabriela,1,1434.57,0.03,1391.53,998.78,392.75,Concluída
684,2025-10-25,2025,10,Smartphone X,Eletrônicos,Sul,Marketplace,Pessoa Jurídica,Carla,2,2618.35,0.08,4817.77,4418.8,398.98,Concluída
685,2024-11-18,2024,11,HD Externo 1TB,Acessórios,Centro-Oeste,Representante,Pessoa Jurídica,Ana,2,388.7,0.08,715.2,566.79,148.41,Concluída
686,2025-07-09,2025,7,Smartphone X,Eletrônicos,Sudeste,Representante,Pessoa Jurídica,Diego,1,3096.88,0.08,2849.13,2247.62,601.51,Concluída
687,2025-12-26,2025,12,Cadeira Ergonômica,Móveis,Norte,Loja Física,Pessoa Jurídica,Gabriela,2,973.6,0.03,1888.78,1491.25,397.52,Concluída
688,2024-06-22,2024,6,Mesa Office,Móveis,Sul,Inside Sales,Pessoa Física,Felipe,1,704.4,0.05,669.18,626.56,42.62,Concluída
689,2025-06-16,2025,6,Monitor 27,Eletrônicos,Sudeste,Inside Sales,Pessoa Jurídica,Felipe,5,1403.99,0.05,6668.95,5005.3,1663.65,Concluída
690,2024-01-26,2024,1,Mouse Sem Fio,Acessórios,Sudeste,Loja Física,Pessoa Jurídica,Felipe,2,196.55,0.05,0.0,208.6,0.0,Devolvida
691,2024-11-27,2024,11,Webcam Full HD,Acessórios,Nordeste,E-commerce,Pessoa Física,Bruno,1,240.83,0.05,228.79,168.2,60.59,Concluída
692,2024-04-13,2024,4,Notebook Pro 14,Eletrônicos,Nordeste,Loja Física,Pessoa Física,Carla,1,3862.67,0.03,3746.79,3565.67,181.12,Concluída
693,2024-09-12,2024,9,Monitor 27,Eletrônicos,Sul,E-commerce,Pessoa Jurídica,Ana,2,1375.92,0.0,2751.84,2105.61,646.23,Concluída
694,2025-06-10,2025,6,Tablet 10,Eletrônicos,Sudeste,Marketplace,Pessoa Física,Bruno,2,1747.53,0.0,3495.07,2653.85,841.22,Concluída
695,2024-02-29,2024,2,Mouse Sem Fio,Acessórios,Sudeste,E-commerce,Pessoa Física,Henrique,1,195.79,0.05,186.0,103.45,82.54,Concluída
696,2024-10-05,2024,10,Tablet 10,Eletrônicos,Sudeste,Inside Sales,Pessoa Física,Gabriela,1,1738.57,0.03,1686.41,1276.4,410.01,Concluída
697,2025-05-02,2025,5,Mesa Office,Móveis,Sudeste,E-commerce,Pessoa Física,Henrique,2,742.9,0.08,1366.93,1199.58,167.36,Concluída
698,2025-12-08,2025,12,Cadeira Ergonômica,Móveis,Norte,Marketplace,Pessoa Física,Eduarda,2,890.64,0.03,1727.85,1383.74,344.11,Concluída
699,2024-01-16,2024,1,Teclado Mecânico,Acessórios,Sudeste,E-commerce,Pessoa Física,Bruno,4,344.06,0.0,1376.22,886.66,489.57,Concluída
700,2025-02-07,2025,2,Headset Gamer,Acessórios,Nordeste,Loja Física,Pessoa Jurídica,Gabriela,2,423.21,0.0,0.0,583.92,0.0,Cancelada
701,2024-08-13,2024,8,Smartphone X,Eletrônicos,Sudeste,E-commerce,Pessoa Jurídica,Eduarda,5,2633.08,0.08,12112.15,10842.34,1269.81,Concluída
702,2025-09-09,2025,9,Tablet 10,Eletrônicos,Sudeste,E-commerce,Pessoa Física,Henrique,1,1483.54,0.05,1409.36,1310.05,99.31,Concluída
703,2025-09-19,2025,9,Impressora Laser,Escritório,Sudeste,E-commerce,Pessoa Jurídica,Eduarda,5,1229.37,0.0,6146.84,4419.76,1727.08,Concluída
704,2024-02-22,2024,2,Notebook Pro 14,Eletrônicos,Sul,E-commerce,Pessoa Jurídica,Diego,8,4337.03,0.05,32961.43,26491.68,6469.75,Concluída
705,2025-09-04,2025,9,Cadeira Ergonômica,Móveis,Sul,Representante,Pessoa Física,Ana,1,984.7,0.05,935.46,726.71,208.76,Concluída
706,2024-02-28,2024,2,Notebook Pro 14,Eletrônicos,Nordeste,E-commerce,Pessoa Física,Diego,1,4589.36,0.08,4222.21,3329.7,892.51,Concluída
707,2024-04-27,2024,4,Mouse Sem Fio,Acessórios,Sudeste,Inside Sales,Pessoa Física,Diego,2,168.87,0.05,320.85,216.12,104.73,Concluída
708,2024-01-21,2024,1,Monitor 27,Eletrônicos,Nordeste,Inside Sales,Pessoa Jurídica,Eduarda,4,1434.03,0.0,5736.11,4255.65,1480.46,Concluída
709,2025-06-04,2025,6,Mouse Sem Fio,Acessórios,Sul,E-commerce,Pessoa Jurídica,Felipe,3,180.22,0.0,540.65,319.77,220.88,Concluída
710,2025-06-01,2025,6,Smartphone X,Eletrônicos,Sudeste,E-commerce,Pessoa Física,Ana,1,2716.39,0.05,2580.57,2120.69,459.88,Concluída
711,2024-06-04,2024,6,Mesa Office,Móveis,Sudeste,Loja Física,Pessoa Física,Gabriela,1,717.41,0.0,717.41,576.13,141.29,Concluída
712,2024-10-16,2024,10,Monitor 27,Eletrônicos,Norte,Loja Física,Pessoa Jurídica,Carla,2,1433.3,0.0,2866.6,2174.65,691.95,Concluída
713,2025-12-11,2025,12,Cadeira Ergonômica,Móveis,Sudeste,Inside Sales,Pessoa Jurídica,Diego,1,1053.1,0.0,1053.1,700.9,352.2,Concluída
714,2024-10-06,2024,10,Impressora Laser,Escritório,Centro-Oeste,Representante,Pessoa Jurídica,Felipe,2,1215.46,0.0,2430.92,1697.67,733.25,Concluída
715,2024-03-03,2024,3,Smartphone X,Eletrônicos,Sudeste,Loja Física,Pessoa Jurídica,Gabriela,5,2637.28,0.03,12790.78,10489.54,2301.25,Concluída
716,2025-04-30,2025,4,HD Externo 1TB,Acessórios,Norte,Marketplace,Pessoa Física,Ana,2,462.21,0.05,878.2,568.86,309.33,Concluída
717,2025-08-17,2025,8,Cadeira Ergonômica,Móveis,Centro-Oeste,Marketplace,Pessoa Jurídica,Ana,8,1047.24,0.0,8377.89,5725.15,2652.74,Concluída
718,2024-10-30,2024,10,Mesa Office,Móveis,Sudeste,Loja Física,Pessoa Física,Bruno,1,717.69,0.05,681.8,624.14,57.67,Concluída
719,2025-06-22,2025,6,Headset Gamer,Acessórios,Sul,E-commerce,Pessoa Física,Gabriela,2,439.31,0.08,808.32,554.95,253.38,Concluída
720,2024-01-22,2024,1,Webcam Full HD,Acessórios,Sul,Inside Sales,Pessoa Jurídica,Gabriela,4,290.14,0.0,1160.55,632.1,528.45,Concluída
721,2024-08-09,2024,8,HD Externo 1TB,Acessórios,Centro-Oeste,Marketplace,Pessoa Física,Gabriela,3,466.85,0.08,1288.51,892.75,395.76,Concluída
722,2024-01-06,2024,1,Mouse Sem Fio,Acessórios,Sul,Representante,Pessoa Jurídica,Bruno,6,190.26,0.0,1141.55,652.46,489.09,Concluída
723,2025-07-22,2025,7,Cadeira Ergonômica,Móveis,Sul,E-commerce,Pessoa Jurídica,Ana,10,1005.03,0.15,8542.8,7266.32,1276.48,Concluída
724,2025-12-02,2025,12,Headset Gamer,Acessórios,Sul,Marketplace,Pessoa Física,Carla,2,418.9,0.03,812.67,587.07,225.59,Concluída
725,2025-02-24,2025,2,Webcam Full HD,Acessórios,Sudeste,E-commerce,Pessoa Física,Henrique,2,254.69,0.03,494.1,327.9,166.2,Concluída
726,2024-01-09,2024,1,HD Externo 1TB,Acessórios,Sudeste,Loja Física,Pessoa Jurídica,Felipe,3,385.8,0.05,1099.52,900.32,199.19,Concluída
727,2024-10-02,2024,10,Smartphone X,Eletrônicos,Sudeste,Loja Física,Pessoa Física,Gabriela,4,2771.76,0.03,10754.42,8345.25,2409.18,Concluída
728,2024-01-11,2024,1,Smartphone X,Eletrônicos,Sudeste,E-commerce,Pessoa Física,Diego,1,2597.43,0.03,2519.51,2241.32,278.19,Concluída
729,2024-06-28,2024,6,Cadeira Ergonômica,Móveis,Centro-Oeste,Representante,Pessoa Física,Gabriela,1,912.2,0.15,775.37,719.36,56.01,Concluída
730,2024-04-12,2024,4,Impressora Laser,Escritório,Sudeste,Loja Física,Pessoa Jurídica,Bruno,10,1224.36,0.03,0.0,8653.68,0.0,Cancelada
731,2025-03-14,2025,3,Cadeira Ergonômica,Móveis,Sul,Representante,Pessoa Jurídica,Eduarda,4,986.55,0.0,3946.2,2935.73,1010.47,Concluída
732,2025-04-07,2025,4,HD Externo 1TB,Acessórios,Sul,Inside Sales,Pessoa Jurídica,Felipe,2,434.03,0.05,824.66,589.52,235.14,Concluída
733,2025-09-12,2025,9,Teclado Mecânico,Acessórios,Nordeste,Inside Sales,Pessoa Jurídica,Felipe,4,355.81,0.0,1423.26,886.95,536.31,Concluída
734,2025-02-25,2025,2,Monitor 27,Eletrônicos,Sudeste,Inside Sales,Pessoa Física,Bruno,3,1292.06,0.05,3682.38,3190.91,491.47,Concluída
735,2024-12-02,2024,12,Impressora Laser,Escritório,Norte,E-commerce,Pessoa Física,Bruno,1,1096.63,0.1,986.96,885.01,101.96,Concluída
736,2025-04-21,2025,4,Impressora Laser,Escritório,Sudeste,Inside Sales,Pessoa Jurídica,Diego,4,995.71,0.03,3863.35,3406.22,457.13,Concluída
737,2025-03-19,2025,3,Headset Gamer,Acessórios,Nordeste,E-commerce,Pessoa Física,Felipe,1,413.63,0.1,372.26,293.08,79.18,Concluída
738,2025-09-25,2025,9,HD Externo 1TB,Acessórios,Nordeste,Loja Física,Pessoa Física,Carla,2,387.51,0.08,713.02,581.37,131.65,Concluída
739,2024-03-26,2024,3,Teclado Mecânico,Acessórios,Nordeste,E-commerce,Pessoa Física,Bruno,1,362.58,0.05,0.0,224.74,0.0,Cancelada
740,2024-08-08,2024,8,Monitor 27,Eletrônicos,Sudeste,E-commerce,Pessoa Física,Eduarda,2,1179.29,0.05,0.0,2088.15,0.0,Devolvida
741,2024-04-13,2024,4,Teclado Mecânico,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Carla,1,322.29,0.0,322.29,227.48,94.81,Concluída
742,2024-04-27,2024,4,Webcam Full HD,Acessórios,Sudeste,E-commerce,Pessoa Física,Carla,1,249.17,0.05,236.71,168.43,68.28,Concluída
743,2025-05-26,2025,5,Tablet 10,Eletrônicos,Sul,E-commerce,Pessoa Física,Bruno,3,1709.76,0.05,4872.8,3964.38,908.43,Concluída
744,2025-01-13,2025,1,Monitor 27,Eletrônicos,Sudeste,Marketplace,Pessoa Jurídica,Henrique,5,1324.46,0.08,6092.53,5318.33,774.2,Concluída
745,2024-06-29,2024,6,Mesa Office,Móveis,Centro-Oeste,Loja Física,Pessoa Física,Henrique,1,865.11,0.03,839.15,596.06,243.1,Concluída
746,2025-01-30,2025,1,Tablet 10,Eletrônicos,Sul,Marketplace,Pessoa Física,Felipe,1,1596.18,0.1,1436.56,1268.65,167.91,Concluída
747,2024-08-21,2024,8,Tablet 10,Eletrônicos,Nordeste,Loja Física,Pessoa Física,Felipe,1,1443.51,0.0,1443.51,1319.38,124.13,Concluída
748,2025-03-16,2025,3,Monitor 27,Eletrônicos,Sudeste,E-commerce,Pessoa Jurídica,Henrique,2,1420.0,0.0,2839.99,1994.9,845.09,Concluída
749,2025-12-02,2025,12,Smartphone X,Eletrônicos,Nordeste,Marketplace,Pessoa Jurídica,Henrique,2,2659.01,0.0,5318.02,4495.78,822.24,Concluída
750,2025-08-11,2025,8,Mesa Office,Móveis,Nordeste,Marketplace,Pessoa Jurídica,Eduarda,1,763.68,0.1,687.32,584.54,102.78,Concluída
751,2025-07-26,2025,7,Mouse Sem Fio,Acessórios,Sudeste,Inside Sales,Pessoa Jurídica,Ana,4,164.43,0.05,0.0,437.33,0.0,Devolvida
752,2024-06-13,2024,6,Headset Gamer,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Bruno,5,440.09,0.0,2200.45,1462.79,737.67,Concluída
753,2025-03-24,2025,3,Mouse Sem Fio,Acessórios,Sudeste,E-commerce,Pessoa Física,Henrique,2,190.24,0.03,369.06,206.34,162.71,Concluída
754,2025-10-18,2025,10,Mesa Office,Móveis,Sudeste,Loja Física,Pessoa Jurídica,Ana,2,763.12,0.05,1449.93,1208.42,241.51,Concluída
755,2025-08-23,2025,8,Notebook Pro 14,Eletrônicos,Nordeste,E-commerce,Pessoa Física,Felipe,1,4368.42,0.15,3713.16,3556.14,157.02,Concluída
756,2025-02-16,2025,2,Mouse Sem Fio,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Bruno,10,191.29,0.0,1912.87,1098.27,814.6,Concluída
757,2024-03-31,2024,3,Tablet 10,Eletrônicos,Centro-Oeste,E-commerce,Pessoa Física,Bruno,1,1502.38,0.05,1427.26,1294.88,132.38,Concluída
758,2025-07-13,2025,7,Webcam Full HD,Acessórios,Nordeste,Loja Física,Pessoa Jurídica,Gabriela,8,259.53,0.05,1972.44,1346.92,625.52,Concluída
759,2025-11-27,2025,11,Mesa Office,Móveis,Sudeste,Loja Física,Pessoa Física,Ana,1,862.72,0.0,862.72,622.79,239.92,Concluída
760,2024-05-13,2024,5,Mesa Office,Móveis,Centro-Oeste,E-commerce,Pessoa Jurídica,Diego,4,774.54,0.0,3098.14,2355.72,742.42,Concluída
761,2024-09-02,2024,9,Headset Gamer,Acessórios,Nordeste,Marketplace,Pessoa Jurídica,Henrique,3,384.57,0.0,1153.71,877.65,276.07,Concluída
762,2024-10-18,2024,10,Impressora Laser,Escritório,Sul,Marketplace,Pessoa Física,Carla,2,1071.8,0.1,1929.23,1753.18,176.05,Concluída
763,2025-11-30,2025,11,Notebook Pro 14,Eletrônicos,Centro-Oeste,Loja Física,Pessoa Jurídica,Henrique,5,3863.62,0.03,18738.55,16812.02,1926.53,Concluída
764,2025-02-25,2025,2,Smartphone X,Eletrônicos,Centro-Oeste,Representante,Pessoa Física,Felipe,3,2717.5,0.0,8152.51,6381.24,1771.27,Concluída
765,2025-10-27,2025,10,HD Externo 1TB,Acessórios,Sul,Loja Física,Pessoa Jurídica,Bruno,4,411.17,0.08,1513.11,1162.84,350.28,Concluída
766,2024-05-28,2024,5,Impressora Laser,Escritório,Nordeste,E-commerce,Pessoa Jurídica,Carla,2,1021.54,0.0,2043.07,1791.48,251.6,Concluída
767,2024-01-24,2024,1,Notebook Pro 14,Eletrônicos,Nordeste,E-commerce,Pessoa Jurídica,Diego,4,4588.01,0.0,18352.06,13446.79,4905.27,Concluída
768,2025-08-09,2025,8,HD Externo 1TB,Acessórios,Nordeste,E-commerce,Pessoa Jurídica,Henrique,1,412.43,0.03,400.06,295.28,104.78,Concluída
769,2024-07-05,2024,7,Mesa Office,Móveis,Nordeste,E-commerce,Pessoa Física,Carla,1,784.76,0.05,745.52,592.12,153.4,Concluída
770,2024-04-15,2024,4,Headset Gamer,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Felipe,3,405.98,0.03,0.0,884.04,0.0,Cancelada
771,2025-07-18,2025,7,Mouse Sem Fio,Acessórios,Sudeste,Loja Física,Pessoa Física,Gabriela,1,179.37,0.0,179.37,104.01,75.36,Concluída
772,2025-10-07,2025,10,Cadeira Ergonômica,Móveis,Sul,E-commerce,Pessoa Física,Felipe,1,1016.4,0.0,1016.4,735.84,280.56,Concluída
773,2024-12-02,2024,12,Tablet 10,Eletrônicos,Sudeste,Marketplace,Pessoa Física,Ana,1,1741.93,0.03,1689.67,1216.53,473.15,Concluída
774,2024-07-20,2024,7,Tablet 10,Eletrônicos,Sudeste,Loja Física,Pessoa Jurídica,Felipe,10,1441.35,0.0,14413.48,13361.21,1052.27,Concluída
775,2025-04-11,2025,4,Smartphone X,Eletrônicos,Nordeste,Marketplace,Pessoa Jurídica,Felipe,6,3063.44,0.03,0.0,13428.45,0.0,Devolvida
776,2025-09-08,2025,9,Smartphone X,Eletrônicos,Sul,E-commerce,Pessoa Jurídica,Gabriela,2,3113.14,0.0,0.0,4227.16,0.0,Cancelada
777,2024-01-09,2024,1,Mouse Sem Fio,Acessórios,Sudeste,E-commerce,Pessoa Física,Eduarda,1,173.29,0.08,0.0,112.38,0.0,Devolvida
778,2025-02-23,2025,2,HD Externo 1TB,Acessórios,Sudeste,E-commerce,Pessoa Física,Carla,1,452.54,0.0,452.54,297.04,155.5,Concluída
779,2025-03-01,2025,3,Headset Gamer,Acessórios,Sul,E-commerce,Pessoa Jurídica,Bruno,2,417.37,0.05,793.01,576.85,216.16,Concluída
780,2024-05-17,2024,5,Webcam Full HD,Acessórios,Nordeste,Inside Sales,Pessoa Jurídica,Carla,4,257.47,0.0,1029.87,620.62,409.26,Concluída
781,2024-05-12,2024,5,Headset Gamer,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Eduarda,3,387.06,0.03,1126.34,818.85,307.49,Concluída
782,2024-04-08,2024,4,Tablet 10,Eletrônicos,Sudeste,Marketplace,Pessoa Jurídica,Gabriela,10,1730.14,0.05,16436.35,12389.96,4046.39,Concluída
783,2025-04-23,2025,4,Monitor 27,Eletrônicos,Sul,Marketplace,Pessoa Física,Bruno,1,1237.37,0.1,1113.63,1077.39,36.25,Concluída
784,2024-08-02,2024,8,Mouse Sem Fio,Acessórios,Nordeste,Inside Sales,Pessoa Jurídica,Gabriela,6,171.27,0.0,1027.62,649.14,378.48,Concluída
785,2024-01-01,2024,1,Tablet 10,Eletrônicos,Sudeste,Inside Sales,Pessoa Física,Felipe,1,1763.32,0.1,1586.99,1236.04,350.95,Concluída
786,2025-01-13,2025,1,Monitor 27,Eletrônicos,Centro-Oeste,E-commerce,Pessoa Jurídica,Bruno,4,1375.69,0.08,5062.54,4166.01,896.53,Concluída
787,2025-11-01,2025,11,Tablet 10,Eletrônicos,Sudeste,E-commerce,Pessoa Jurídica,Gabriela,1,1519.82,0.1,1367.84,1332.28,35.56,Concluída
788,2025-04-21,2025,4,Impressora Laser,Escritório,Centro-Oeste,E-commerce,Pessoa Jurídica,Felipe,5,1007.4,0.1,4533.31,4543.9,-10.59,Concluída
789,2025-11-11,2025,11,Notebook Pro 14,Eletrônicos,Sul,Marketplace,Pessoa Física,Felipe,1,3920.72,0.0,3920.72,3419.03,501.68,Concluída
790,2025-02-19,2025,2,Mouse Sem Fio,Acessórios,Sudeste,Representante,Pessoa Física,Carla,1,169.57,0.08,156.0,105.47,50.53,Concluída
791,2024-11-25,2024,11,Teclado Mecânico,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Felipe,10,330.93,0.03,3210.01,2195.24,1014.77,Concluída
792,2024-09-09,2024,9,Mesa Office,Móveis,Sudeste,E-commerce,Pessoa Jurídica,Diego,6,784.95,0.0,4709.71,3465.01,1244.7,Concluída
793,2024-07-28,2024,7,Teclado Mecânico,Acessórios,Sudeste,Loja Física,Pessoa Física,Carla,1,364.54,0.0,364.54,217.32,147.22,Concluída
794,2025-10-15,2025,10,Monitor 27,Eletrônicos,Nordeste,E-commerce,Pessoa Física,Bruno,4,1227.36,0.0,4909.45,4073.42,836.03,Concluída
795,2025-10-09,2025,10,Mouse Sem Fio,Acessórios,Centro-Oeste,E-commerce,Pessoa Física,Bruno,2,196.29,0.0,392.59,223.57,169.02,Concluída
796,2025-10-12,2025,10,Impressora Laser,Escritório,Sul,E-commerce,Pessoa Jurídica,Ana,5,1144.43,0.0,5722.15,4168.38,1553.76,Concluída
797,2024-10-01,2024,10,Tablet 10,Eletrônicos,Sul,E-commerce,Pessoa Física,Felipe,2,1574.72,0.08,2897.49,2510.25,387.24,Concluída
798,2024-05-21,2024,5,Webcam Full HD,Acessórios,Centro-Oeste,Loja Física,Pessoa Jurídica,Carla,6,241.81,0.0,1450.85,1004.19,446.65,Concluída
799,2025-03-25,2025,3,Webcam Full HD,Acessórios,Sudeste,Inside Sales,Pessoa Física,Gabriela,1,284.77,0.05,270.53,159.81,110.72,Concluída
800,2025-07-14,2025,7,Monitor 27,Eletrônicos,Sudeste,E-commerce,Pessoa Jurídica,Carla,5,1255.27,0.0,6276.36,5378.13,898.23,Concluída
801,2025-04-07,2025,4,Monitor 27,Eletrônicos,Sudeste,Loja Física,Pessoa Jurídica,Carla,1,1288.22,0.03,1249.57,1033.35,216.22,Concluída
802,2025-07-17,2025,7,HD Externo 1TB,Acessórios,Nordeste,Loja Física,Pessoa Física,Henrique,1,464.38,0.08,427.23,304.07,123.16,Concluída
803,2024-02-24,2024,2,Notebook Pro 14,Eletrônicos,Sul,Representante,Pessoa Física,Gabriela,3,4521.24,0.0,13563.71,10532.31,3031.39,Concluída
804,2024-10-18,2024,10,Headset Gamer,Acessórios,Sudeste,Marketplace,Pessoa Jurídica,Diego,3,435.43,0.0,1306.28,829.96,476.32,Concluída
